ApplStandard,Brand,Cap,CEC Cold,CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
AS/NZS 2040.2:2005,BRILCON,8,,302,,63.8,False,Cold,Turkey,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WM-8AV4,AS/NZS 2040.1:2005/Amdt 3:2010,4.0908,4.0,0.0,1.98,"Program C, Eco-Wash 40 deg, Max Spin Speed","Australia,New Zealand",0.66,47788,Superseded,210.0,63.8,Drum,0.55882,,2014-12-21,2013-10-23,,Unavailable,,http://www.arista.com.au
AS/NZS 2040.2:2005,BRILCON,8,,302,,63.8,False,Cold,Turkey,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WM-8LV4,AS/NZS 2040.1:2005/Amdt 3:2010,4.0908,4.0,0.0,1.98,"Program C, Eco-Wash 40 deg, Max Spin Speed","Australia,New Zealand",0.66,47788,Superseded,210.0,63.8,Drum,0.55882,,2014-12-21,2013-10-23,,Unavailable,,http://www.arista.com.au
AS/NZS 2040.2:2005,ELBA,5.5,67,549,"Normal, Soak, High, Cold",119.34,False,Dual,China,True,,Non Drum,,27.46,No,Top,Agitator,WA55T57W1,AS/NZS 2040.1:2005/Amdt 3:2010,1.56132,1.5,0.0,0.0,"Normal, High, Warm","Australia,New Zealand",0.0,39325,Approved,56.0,146.81,Non-Drum,0.83,,,,,Unavailable,,
AS/NZS 2040.2:2005,FISHER & PAYKEL,6.5,66,562,,62.0,False,Dual,New Zealand,True,,Non Drum,,29.0,No,Top,Agitator,MW612,AS/NZS 2040.1:2005/Amdt 3:2010,2.02591,2.0,0.001,1.2,"Regular, High, Warm, Eco","Australia,New Zealand",0.0,36431,Approved,44.0,92.0,Non-Drum,0.65,,,,,Unavailable,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,FISHER & PAYKEL,6.5,66,562,,62.0,False,Dual,New Zealand,True,,Non Drum,,29.0,No,Top,Agitator,WA65T60M*,AS/NZS 2040.1:2005/Amdt 3:2010,2.02591,2.0,0.001,1.2,"Regular, High, Warm, Eco","Australia,New Zealand",0.0,36431,Approved,44.0,92.0,Non-Drum,0.65,,,,,Unavailable,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,FISHER & PAYKEL,5.5,55,464,,49.0,False,Dual,New Zealand,True,,Non Drum,,24.0,No,Top,Agitator,MW512,AS/NZS 2040.1:2005/Amdt 3:2010,2.07383,2.0,0.001,1.2,"Regular, High, Warm, Eco","Australia,New Zealand",0.0,36433,Approved,45.0,73.0,Non-Drum,0.67,,,,,Unavailable,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,FISHER & PAYKEL,5.5,55,464,,49.0,False,Dual,New Zealand,True,,Non Drum,,24.0,No,Top,Agitator,WA55T56M*,AS/NZS 2040.1:2005/Amdt 3:2010,2.07383,2.0,0.001,1.2,"Regular, High, Warm, Eco","Australia,New Zealand",0.0,36433,Approved,45.0,73.0,Non-Drum,0.67,,,,,Unavailable,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,ONIX,6,,490,,73.8,False,Dual,China,True,,Drum,,25.4,No,Top,Impeller,XQB60-803CLPS,AS/NZS 2040.1:2005/Amdt 3:2010,2.0077,2.0,0.0,0.0,"Soak, 12 minutes Wash, 1 Rinse, 7 minutes Spin and 53 L Water Level","Australia,New Zealand",0.0,51077,Superseded,63.689,99.2,Non-Drum,0.81163,,2015-07-19,2013-10-23,,Unavailable,,
AS/NZS 2040.2:2005,CLASSIQUE,5,,486,,,False,Dual,China,True,565.0,Drum,920.0,,No,Top,,CL5EL,AS/NZS 2040.1:2005/Amdt 3:2010,1.4934499895,1.0,0.0,0.73,"Normal, Warm Wash and Water Level 10",New Zealand,0.73,66366,Approved,65.0,0.0,Drum,0.91907,560.0,,,,Unavailable,http://www.applico.co.nz/,http://www.applico.co.nz/
AS/NZS 2040.2:2005,FISHER & PAYKEL,7,67,311,,57.71,False,Dual,New Zealand,True,,Drum,,14.09,No,Top,Agitator,WL70T60CW1,AS/NZS 2040.1:2005/Amdt 3:2010,3.52851,3.5,0.0007,1.27,"Regular, High efficiency, Warm/Cold","Australia,New Zealand",0.0,34927,Approved,54.0,71.8,Non-Drum,0.69,,,,,Unavailable,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,FISHER & PAYKEL,7,67,311,,57.71,False,Dual,New Zealand,True,,Drum,,14.09,No,Top,Agitator,WL70T60DW1,AS/NZS 2040.1:2005/Amdt 3:2010,3.52851,3.5,0.0007,1.27,"Regular, High efficiency, Warm/Cold","Australia,New Zealand",0.0,34927,Approved,54.0,71.8,Non-Drum,0.69,,,,,Unavailable,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,FISHER & PAYKEL,8,65,321,,67.02,False,Dual,New Zealand,True,,Drum,,14.66,No,Top,Agitator,WL80T65CW1,AS/NZS 2040.1:2005/Amdt 3:2010,3.83,3.5,0.001,1.4,"Regular, High efficiency, Warm/Cold.","Australia,New Zealand",0.0,34466,Approved,55.0,81.69,Non-Drum,0.63,,,,,Unavailable,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,FISHER & PAYKEL,8,65,321,,67.02,False,Dual,New Zealand,True,,Drum,,14.66,No,Top,Agitator,WL80T65DW1,AS/NZS 2040.1:2005/Amdt 3:2010,3.83,3.5,0.001,1.4,"Regular, High efficiency, Warm/Cold.","Australia,New Zealand",0.0,34466,Approved,55.0,81.69,Non-Drum,0.63,,,,,Unavailable,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,TRIESTE,6,,443,,124.0,False,Dual,China,False,,Non Drum,,22.0,No,Top,Agitator,TR-XQB60-560,AS/NZS 2040.1:2005/Amdt 3:2010,2.17277,2.0,0.0,0.0,Normal High Water Level,New Zealand,0.0,44894,Approved,60.0,146.0,Non-Drum,0.88,,,,,Unavailable,,
AS/NZS 2040.2:2005,Speed Queen,6.5,,1409,,96.5,False,Dual,United States,False,,Non Drum,,76.5,No,Top,Agitator,AWN552SN301AW01,AS/NZS 2040.1:2005/Amdt 3:2010,0.51947,1.0,8e-05,0.0,Regular;  Normal;  Hot/ Cold;  Load Size Extra Large;  Option off,"Australia,New Zealand",0.0,58336,Superseded,39.0,173.0,Non-Drum,0.7404,,2016-06-26,2013-10-23,,Unavailable,,http://www.speedquen.com.au
AS/NZS 2040.2:2005,Speed Queen,6.5,,1409,,96.5,False,Dual,United States,False,,Non Drum,,76.5,No,Top,Agitator,LWN312SP301AW01,AS/NZS 2040.1:2005/Amdt 3:2010,0.51947,1.0,8e-05,0.0,Regular;  Normal;  Hot/ Cold;  Load Size Extra Large;  Option off,"Australia,New Zealand",0.0,58336,Superseded,39.0,173.0,Non-Drum,0.7404,,2016-06-26,2013-10-23,,Unavailable,,http://www.speedquen.com.au
AS/NZS 2040.2:2005,SMEG,6.5,,1066,,94.0,False,Dual,Chile,True,,Drum,,58.0,No,Top,Agitator,SM650FZ,AS/NZS 2040.1:2005/Amdt 3:2010,0.22,1.0,0.0,3.33,NORMAL,New Zealand,3.33,37569,Approved,62.0,153.0,Non-Drum,0.81,,,,,Unavailable,http://www.applico.co.nz/,
AS/NZS 2040.2:2005,DAEWOO,6.5,72,593,"Warm Wash, Water Level High, Fuzzy",101.64,False,Dual,"""Korea, Republic of""",True,643.0,Non Drum,956.0,29.5,No,Top,Impeller,DWF-901,AS/NZS 2040.1:2005/Amdt 3:2010,1.685,1.5,0.0,1.2,"Warm Wash, Water Level High, Fuzzy",New Zealand,0.44,36495,Approved,62.18,131.13,Non-Drum,0.869,598.0,,,,Unavailable,,
AS/NZS 2040.2:2005,FISHER & PAYKEL,5.5,58,472,,50.62,False,Dual,New Zealand,True,,Non Drum,,24.54,No,Top,Agitator,GW512,AS/NZS 2040.1:2005/Amdt 3:2010,2.0495,2.0,0.001,1.2,"Regular, High, Warm/Cold, Eco","Australia,New Zealand",0.0,32143,Approved,38.0,75.17,Non-Drum,0.65,,,,,Unavailable,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,AWARD,8,,302,,63.8,False,Cold,Turkey,True,600.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,CW814,AS/NZS 2040.1:2005/Amdt 3:2010,4.0908,4.0,0.798,1.32,ECONOMY 40 DEGREES,New Zealand,0.66,49876,Approved,210.0,63.8,Drum,0.55882,600.0,,,,Unavailable,,http://www.awardappliances.co.nz
AS/NZS 2040.2:2005,TUSCANY,6,89,551,"Normal, water level 8,",109.74,False,Dual,China,True,575.0,Non Drum,895.0,26.47,No,Top,Impeller,TWMTL6,AS/NZS 2040.1:2005/Amdt 3:2010,1.733267,1.5,0.5,1.06,"Normal, water level 8, warm temperature",New Zealand,0.0,42805,Approved,80.0,136.21,Non-Drum,0.802,560.0,,,,Unavailable,,
AS/NZS 2040.2:2005,TRIESTE,8.5,,675,N.A.,150.39,False,Dual,China,True,,Non Drum,,35.06,No,Top,Agitator,TRXQB 90-8805,AS/NZS 2040.1:2005/Amdt 3:2010,2.051,2.0,0.0,1.249,Water temp: Hot & cold; remaining default settings (Program: Fuzzy;   Water level: 16;    Rinse: 2;  Time: 84 minits;  Function: Wash; rinse; spin),New Zealand,1.251,56346,Approved,92.0,185.45,Non-Drum,0.83,,,,,Available,,
AS/NZS 2040.2:2005,ASKO,7,,180,,59.3,False,Cold,Sweden,True,595.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,W6444,AS/NZS 2040.1:2005/Amdt 3:2010,5.03,5.0,0.21,0.28,NORMAL 40 degree,New Zealand,0.28,56327,Approved,186.0,59.3,Drum,0.49,595.0,,,,Unavailable,,http://www.asko.org.nz
AS/NZS 2040.2:2005,ASKO,7,,180,,59.3,False,Cold,Sweden,True,595.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,W6564,AS/NZS 2040.1:2005/Amdt 3:2010,5.03,5.0,0.21,0.28,NORMAL 40 degree,New Zealand,0.28,56327,Approved,186.0,59.3,Drum,0.49,595.0,,,,Unavailable,,http://www.asko.org.nz
AS/NZS 2040.2:2005,ASKO,7,,180,,59.3,False,Cold,Sweden,True,595.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,W6984,AS/NZS 2040.1:2005/Amdt 3:2010,5.03,5.0,0.21,0.28,NORMAL 40 degree,New Zealand,0.28,56327,Approved,186.0,59.3,Drum,0.49,595.0,,,,Unavailable,,http://www.asko.org.nz
AS/NZS 2040.2:2005,FISHER & PAYKEL,5.5,53,440,,51.0,False,Dual,New Zealand,True,,Non Drum,,22.0,No,Top,Agitator,GW512,AS/NZS 2040.1:2005/Amdt 3:2010,2.20884,2.0,0.001,1.2,"Regular, Auto, Warm/Cold, Eco","Australia,New Zealand",0.0,26315,Approved,45.0,73.0,Non-Drum,0.66,,,,,Unavailable,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,FISHER & PAYKEL,7.5,61,581,,71.0,False,Dual,New Zealand,True,,Non Drum,,30.0,No,Top,Agitator,GW712,AS/NZS 2040.1:2005/Amdt 3:2010,2.36263,2.0,0.001,1.2,"Regular, Auto, Warm/Cold, Eco","Australia,New Zealand",0.0,26551,Approved,45.0,100.0,Non-Drum,0.6,,,,,Unavailable,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,FISHER & PAYKEL,6.5,66,562,,62.0,False,Dual,New Zealand,True,,Non Drum,,29.0,No,Top,Agitator,MW612,AS/NZS 2040.1:2005/Amdt 3:2010,2.02591,2.0,0.001,1.2,"Regular, High, Warm, Eco","Australia,New Zealand",0.0,26391,Approved,44.0,92.0,Non-Drum,0.65,,,,,Unavailable,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,Daewoo,7,104,251,"Cotton Cold, 1200rpm",67.09,False,Cold,"""Korea, Republic of""",True,540.0,Drum,840.0,0.0,Yes on the warm wash program only,Front,,DWD-F1211,AS/NZS 2040.1:2005/Amdt 3:2010,3.76294986026,3.5,0.0001,0.42,"Cotton 40oC, 1200rpm","Fiji,New Zealand",0.41,72803,Approved,160.46,67.09,Drum,0.8,595.0,,,,Available,,
AS/NZS 2040.2:2005,Tylex,6,427,427,Cotton 60,56.51,False,Cold,China,False,530.0,Drum,850.0,,Yes on the warm wash program only,Front,,WM2009E,AS/NZS 2040.1:2005/Amdt 3:2010,2.55800126699,2.5,1.14,1.83,Cotton 60,New Zealand,0.45,71798,Approved,207.0,56.51,Drum,0.609,600.0,2113-05-16,,,Unavailable,http://www.abservices.co.nz/,
AS/NZS 2040.2:2005,TRIESTE,6,95,544,,,False,Dual,China,False,545.0,Non Drum,940.0,,No,Top,Impeller,TRWTL-60,AS/NZS 2040.1:2005/Amdt 3:2010,1.80950294438,1.5,7e-06,0.78,"Normal, Hot and Cold, Water level 4","Fiji,New Zealand",0.79,73980,Approved,89.36,0.0,Non-Drum,0.7531,560.0,,,Single product class,Available,,
AS/NZS 2040.2:2005,TRIESTE,10,136,973,"Soiled, Water level 8",,False,Dual,China,False,715.0,Non Drum,1120.0,,No,Top,Agitator,TRWTL-100,AS/NZS 2040.1:2005/Amdt 3:2010,1.6268685587,1.5,7e-06,2.3,"Soiled, Water level 8","Fiji,New Zealand",2.32,74656,Approved,132.89,0.0,Non-Drum,0.76009,686.0,2113-09-11,,Single product class,Available,,
AS/NZS 2040.2:2005,PANASONIC,10,,310,,80.1,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,NA-140VG3,AS/NZS 2040.1:2005/Amdt 3:2010,4.5118,4.5,2e-05,0.2,Cotton Rinse Plus; 40 deg C; Eco; 1400 RPM,"Australia,New Zealand",0.2,57157,Superseded,217.0,80.1,Drum,0.5506,,2016-05-03,2013-10-23,,Unavailable,,http://panasonic.cn 
AS/NZS 2040.2:2005,PANASONIC,8,,250,,57.6,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,NA-148VG3,AS/NZS 2040.1:2005/Amdt 3:2010,4.537,4.5,0.0,0.2,Cotton Rinse Plus; 40 deg C; Eco; 1400 RPM,"Australia,New Zealand",0.18,56791,Superseded,182.0,57.6,Drum,0.53163,,2016-04-28,2013-10-23,,Unavailable,,http://panasonic.cn 
AS/NZS 2040.2:2005,PANASONIC,10,,310,,80.1,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,NA-140VX3,AS/NZS 2040.1:2005/Amdt 3:2010,4.5118,4.5,2e-05,0.2,Cotton Rinse Plus; 40 deg C; Eco; 1400 RPM,"Australia,New Zealand",0.2,59765,Superseded,217.0,80.1,Drum,0.5506,,2016-08-07,2013-10-23,,Unavailable,,http://panasonic.cn 
AS/NZS 2040.2:2005,PANASONIC,8,,250,,64.4,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,NA-148VX3 WAU,AS/NZS 2040.1:2005/Amdt 3:2010,4.6051,4.5,0.0,0.17,Cotton Rinse Plus; 40°C; Eco; 1400 RPM,Australia,0.18,59764,Superseded,189.0,64.4,Drum,0.50075,,2016-08-07,2013-10-23,,Unavailable,,http://panasonic.cn 
AS/NZS 2040.2:2005,CANDY,8,,300,,95.3,True,Cold,Italy,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,GO W496D AUS,AS/NZS 2040.1:2005/Amdt 3:2010,4.0845,4.0,0.0,1.2,Cotton 40 °C; Max Soil Level; 1400 RPM,"Australia,New Zealand",0.2,59573,Superseded,183.0,95.3,Drum,0.5696,,2016-07-14,2013-10-23,,Unavailable,,
AS/NZS 2040.2:2005,PANASONIC,8,,250,,64.4,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,NA-148VG3 WAU,AS/NZS 2040.1:2005/Amdt 3:2010,4.6051,4.5,0.0,0.17,Cotton Rinse Plus; 40°C; Eco; 1400 RPM,Australia,0.18,59193,Superseded,189.0,64.4,Drum,0.50075,,2016-07-14,2013-10-23,,Unavailable,,http://panasonic.cn 
AS/NZS 2040.2:2005,Baumatic,5,72,486,,69.7,False,Dual,China,True,545.0,Drum,900.0,24.0,No,Top,Impeller,BWM50,AS/NZS 2040.1:2005/Amdt 3:2010,1.4934,1.0,0.0,0.73,"NORMAL, SOAK, WARM WASH WATER LEVEL 10",Australia,0.73,54480,Superseded,65.0,94.6,Non-Drum,0.91907,540.0,2015-11-02,2013-10-23,,Unavailable,,http://www.Baumatic.com.au
AS/NZS 2040.2:2005,Baumatic,7,77,674,,94.9,False,Dual,China,True,565.0,Drum,920.0,34.7,No,Top,Impeller,BWM70,AS/NZS 2040.1:2005/Amdt 3:2010,1.5214,1.5,0.0,0.76,"NORMAL ,SOAK, WARM WASH WATER LEVEL 10",Australia,0.76,54307,Superseded,68.0,130.6,Non-Drum,0.912393,560.0,2015-10-26,2013-10-23,,Unavailable,,http://www.Baumatic.com.au
AS/NZS 2040.2:2005,GE,8,150,450,"Water Saving, Cold, Intensive, 3 rinses & 1400 RPM",68.3,False,Dual,"""Korea, Democratic People's Republic of""",True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WIVH481CK0WW,AS/NZS 2040.1:2005/Amdt 3:2010,3.1666,3.0,0.0006,0.9,"Water Saving 40 ° C, Intensive, 3 rinses & 1400 RPM","Australia,New Zealand",0.87,50543,Superseded,228.0,68.3,Drum,0.57712,,2015-06-30,2013-10-23,,Unavailable,,http://www.ge.com/au/
AS/NZS 2040.2:2005,PANASONIC,7,,263,,68.7,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,NA-16VX1,AS/NZS 2040.1:2005/Amdt 3:2010,4.0479,4.0,0.0,0.17,"Cotton Eco 40 °C, Intensive, & 1400 RPM","Australia,New Zealand",0.17,47760,Superseded,220.0,68.7,Drum,0.58692,,2014-12-01,2013-10-23,,Unavailable,,http://panasonic.cn 
AS/NZS 2040.2:2005,PANASONIC,7,,263,,68.7,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,NA-14VA1,AS/NZS 2040.1:2005/Amdt 3:2010,4.0479,4.0,0.0,0.17,"Cotton Eco 40 °C, Intensive, & 1400 RPM","Australia,New Zealand",0.17,47760,Superseded,220.0,68.7,Drum,0.58692,,2014-12-01,2013-10-23,,Unavailable,,http://panasonic.cn 
AS/NZS 2040.2:2005,STIRLING,9,,655,,95.4,False,Dual,China,True,,Drum,,33.9,No,Top,Impeller,XQB90-701CLPS,AS/NZS 2040.1:2005/Amdt 3:2010,2.2305,2.0,0.0,0.0,"Normal, 18 min Wash, 1 Rinse, 7 min Spin, 72.0 Water Level","Australia,New Zealand",0.0,45206,Superseded,91.0,129.3,Non-Drum,0.856,,2014-09-29,2013-10-23,,Unavailable,,
AS/NZS 2040.2:2005,Galanz,7,59,259,Cotton  'snowflake symbol',50.14,False,Dual,China,True,830.0,Drum,570.0,2.98,Yes on the warm wash program only,Front,Drum,XQG70-A212PE,AS/NZS 2040.1:2005/Amdt 3:2010,4.01,4.0,0.0,0.0,Cotton 60,Australia,1.1,57243,Superseded,211.8,53.03,Drum,0.6263,600.0,2016-07-04,2013-10-23,,Unavailable,,
AS/NZS 2040.2:2005,Galanz,7,62,257,Cotton 'snowflake symbol',53.81,False,Dual,China,True,830.0,Drum,570.0,3.01,Yes on the warm wash program only,Front,Drum,XQG70-A210PE,AS/NZS 2040.1:2005/Amdt 3:2010,4.02,4.0,0.0,0.0,Cotton 60,Australia,1.1,57240,Superseded,211.8,56.82,Drum,0.6298,600.0,2016-07-04,2013-10-23,,Unavailable,,
AS/NZS 2040.2:2005,AWARD,8,0,379,COTTON 40 DEGREES,,False,Cold,"Turkey,Turkey",True,595.0,Drum,850.0,,Yes on the warm wash program only,Front,,CW81400,AS/NZS 2040.1:2005/Amdt 3:2010,3.55267004423,3.5,5e-05,0.89,COTTON 40 DEGREES,New Zealand,,77459,Approved,311.0,0.0,Drum,0.58332,595.0,2113-12-05,,Single product class,Available,,http://www.awardappliances.co.nz
AS/NZS 2040.2:2005,AKAI,9,0,801,,0.0,False,Dual,China,True,,Non Drum,,0.0,No,Top,Impeller,XQB100-Y1066S,AS/NZS 2040.1:2005/Amdt 3:2010,1.82851724457,1.5,0.0,1.2,Normal,"Australia,Fiji,New Zealand",1.2,78469,Approved,116.0,0.0,Non-Drum,78.2,,2114-02-20,,Single product class,Available,,
AS/NZS 2040.2:2005,Russells,6,,613,,,False,Hot,China,False,,Non Drum,,,Yes on both the warm and cold wash programs,Front,,XQB60-618D,AS/NZS 2040.1:2005/Amdt 3:2010,0.0137496361492,1.0,612.0,5.493,ENERGRRATING,New Zealand,0.973,69955,Approved,76.2,0.0,Drum,0.5977,,2113-01-07,,,Unavailable,http://www.russellsappliances.co.nz/,
AS/NZS 2040.2:2005,Imprasio,6,67,281,cotton standard 40,62.76,False,Dual,China,True,505.0,Drum,845.0,0.0,Yes on the warm wash program only,Front,,IFL610,AS/NZS 2040.1:2005/Amdt 3:2010,3.45413963843,3.0,0.0,0.7,Synthetic,"Australia,New Zealand",0.3,74372,Approved,189.0,62.76,Drum,0.66,590.0,2114-02-17,,Single product class,Available,http://www.galanz.com/,http://www.imprasio.co.nz/
AS/NZS 2040.2:2005,Imprasio,7,70,340,cold wash,63.89,False,Dual,China,False,625.0,Drum,945.0,0.0,Yes on the warm wash program only,Front,,IFL-710,AS/NZS 2040.1:2005/Amdt 3:2010,3.37658694389,3.0,3.78,0.42,cotton,"Australia,New Zealand",0.06,74078,Approved,3.09,63.89,Drum,66.1,600.0,2114-02-17,,Single product class,Available,http://www.galanz.com/,http://www.imprasio.co.nz/
AS/NZS 2040.2:2005,Russells,6,,548,,,False,Dual,China,False,,Non Drum,,,Yes on both the warm and cold wash programs,Front,,XQB60-618B,AS/NZS 2040.1:2005/Amdt 3:2010,1.92377332418,1.5,6.453e-05,4.573,ENERGYRATING,New Zealand,0.817,69954,Approved,49.02,0.0,Drum,0.612,,2113-01-07,,,Unavailable,http://www.russellsappliances.co.nz/,
AS/NZS 2040.2:2005,CLASSIQUE,7,,674,,,False,Dual,China,True,565.0,Drum,920.0,,No,Top,,CL7EL,AS/NZS 2040.1:2005/Amdt 3:2010,1.52136834171,1.5,0.0,0.76,"Normal, Warm Wash and Water Level 10",New Zealand,0.76,66589,Approved,67.0,0.0,Drum,0.91293,560.0,,,,Unavailable,http://www.applico.co.nz/,http://www.applico.co.nz/
AS/NZS 2040.2:2005,Aspira,7,,402,,,True,Cold,China,True,600.0,Drum,850.0,,Yes on both the warm and cold wash programs,Front,,TWLWF70,AS/NZS 2040.1:2005/Amdt 3:2010,3.08743036375,3.0,5e-05,0.4,"Cotton standard, 60 degree C, Intensive, 1200 rpm spin","Australia,New Zealand",0.4,70399,Approved,270.78,0.0,Drum,0.59884,595.0,2113-02-07,,,Available,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,Aspira,6.5,,630,,,False,Dual,China,True,565.0,Drum,995.0,,No,Top,Impeller,TWLWP60,AS/NZS 2040.1:2005/Amdt 3:2010,1.61799189698,1.5,0.0,1.17,"NORMAL - WARM/COLD, 20 MIN WASH, RINSE 1 STAGE, SPIN 7 MIN, WATER LEVEL 10",New Zealand,,69926,Approved,102.9,0.0,Non-Drum,0.78327,555.0,2113-01-25,,,Available,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,Aspira,5.5,90,490,,,False,Dual,China,True,530.0,Non Drum,915.0,,No,Top,Impeller,TWLWP50,AS/NZS 2040.1:2005/Amdt 3:2010,1.83741254989,1.5,0.0,1.16,"NORMAL - WARM COLD, 20 MIN WASH, 1 RINSE, WATER LEVEL 10, SPIN 7 MIN",New Zealand,,69916,Approved,98.81,0.0,Non-Drum,0.77172,520.0,2113-01-25,,,Available,http://www.fisherpaykel.co.nz/,
AS/NZS 2040.2:2005,Technika,8,,492,,,True,Cold,Italy,True,,Drum,,,Yes on the warm wash program only,Front,,TWDC84,AS/NZS 2040.1:2005/Amdt 3:2010,3.02552949208,3.0,6e-05,1.42,"Daily Wash 40°C, 1400rpm","Australia,New Zealand",1.42,68226,Superseded,210.0,0.0,Drum,0.52356,,2017-09-25,2013-10-23,,Unavailable,http://www.jpindustries.com/,http://www.technika.com.au/
AS/NZS 2040.2:2005,TRIESTE,7,,527,N.A,,False,Dual,China,False,571.0,Non Drum,960.0,,No,Top,Agitator,TRWTL-70,AS/NZS 2040.1:2005/Amdt 3:2010,2.44431752616,2.0,0.0,0.029,"Water Saving, Remaining default (Water Level: Extra High, Water Temp: Warm","Fiji,New Zealand",0.029,69401,Approved,72.62,0.0,Non-Drum,0.59,560.0,,,,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,9.5,123,820,Regular Wash; Full water level; Eco; Cold,96.8,False,Dual,Thailand,False,,Drum,,41.2,No,Top,Agitator,SWT954,AS/NZS 2040.1:2005/Amdt 3:2010,1.99880367516,1.5,0.0,4.097,Regular wash; Full water level; Eco; Warm,"Australia,Fiji,New Zealand",2.853,56035,Approved,110.0,138.0,Non-Drum,0.68,,2016-02-03,,Single product class,Available,,http://www.simpson.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,5.5,91,465,"Normal/Heavy, Regular wash choice, Eco",52.0,False,Dual,Thailand,False,,Non Drum,,20.0,No,Top,Agitator,36S550N,AS/NZS 2040.1:2005/Amdt 3:2010,1.99173711351,1.5,0.0,1.321,"Normal/Heavy, Regular wash choice, Eco","Australia,Fiji,New Zealand",0.0019,46694,Approved,58.0,72.0,Non-Drum,0.74,,2014-11-25,,Single product class,Unavailable,,http://www.simpson.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BEKO,7,0,425,,,False,Cold,Turkey,True,590.0,Drum,840.0,,Yes on the warm wash program only,Front,,WMB 71231 LA,AS/NZS 2040.1:2005/Amdt 3:2010,3.00578750606,3.0,0.0,1.3866,"Cottons Eco, 40 C, 1200 rpm","Australia,New Zealand",0.1802,62038,Approved,241.0,0.0,Drum,0.56144,600.0,2016-11-05,,Single product class,Unavailable,http://www.beko.com/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,5.5,,302,,54.81,False,Cold,Thailand,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,SWF85561,AS/NZS 2040.1:2005/Amdt 3:2010,3.02149900775,3.0,0.0002,0.599,Cottons 60 Economy,"Australia,Fiji,New Zealand",0.537,52365,Approved,,54.81,Drum,0.723,,2015-07-22,,Single product class,Unavailable,,http://www.simpson.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,6.5,0,370,,,False,Cold,China,True,415.0,Drum,850.0,,Yes on both the warm and cold wash programs,Front,Drum,SPORTS65W,AS/NZS 2040.1:2005/Amdt 3:2010,3.05143479086,3.0,0.0,1.7,"Cotton 40 degree C,1000 rpm","Australia,Fiji,New Zealand",0.12,60785,Approved,247.47,0.0,Drum,0.64119,600.0,2016-10-05,,Single product class,Available,http://www.whirlpool.com.au/,
